smiles,log HLM(ml/min/kg)
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(C)nc1C,2.146128036
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1cnc(C)cc1C,2.255272505
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1,1.77815125
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1C,2
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1cnc(C)cc1C,1.301029996
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1coc(C)n1,1.77815125
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC)c1cc(C)cnc1C,1.77815125
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC)c1ccc(C)nc1C,2
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC)c1cnc(C)cc1C,2.146128036
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN)NC(=O)[C@H](CC(N)=O)NC1=O,1.572871602
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC1=O,2.172602931
CC[C@H](C1CC1)n1cc(Cl)nc(Nc2c(C)cc(C)cc2C)c1=O,2.531478917
CC[C@H](C1CC1)n1cc(Cl)nc(Nc2c(C)cc(Cl)cc2Cl)c1=O,2.322219295
CC[C@H](C1CC1)n1cc(Cl)nc(Nc2c(Cl)cc(C#N)cc2Cl)c1=O,2.204119983
CC[C@H](C1CC1)n1cc(Cl)nc(Nc2c(Cl)cc(C(F)(F)F)cc2Cl)c1=O,1.949390007
CC[C@H](C1CC1)n1cc(Cl)nc(Nc2c(Cl)cc(OC(F)(F)F)cc2Cl)c1=O,1.886490725
CC[C@H](C1CC1)n1cc(Cl)nc(Nc2c(Cl)cc(OC)cc2Cl)c1=O,2.602059991
CC[C@H](CCN1CCC[C@@H](Cc2ccc(F)cc2)C1)NC(=O)Nc1cc(-c2nnnn2C)cc(C(C)(C)O)c1,1.176091259
CC[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,0.73239376
CC[C@H](COC)n1cc(Cl)nc(Nc2c(Cl)cc(C#N)cc2Cl)c1=O,2.322219295
CC[C@H](COC)n1cc(Cl)nc(Nc2c(Cl)cc(C(F)(F)F)cc2Cl)c1=O,2.176091259
CC[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1ccc(C)cc1,1.491361694
CC[C@H](NC(=O)[C@H]1NCC[C@@H]1O)c1ccc(-c2noc(CCC3CCCCC3)n2)cc1,0.954242509
CC[C@H](NC(=O)c1c(C[S@+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1ccccc1,0.878521796
CC[C@H](NC(=O)c1c(C[S@@+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1ccccc1,0.670245853
CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2cccs2)nc2ccccc12)c1ccccc1,2.29666519
CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccsc2)nc2ccccc12)c1ccccc1,2.23299611
CC[C@H](NC(=O)c1c([S@+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1ccccc1,1.315970345
CC[C@H](c1ccc(F)cc1F)N(Cc1cccc(C(=O)O)c1)C(=O)c1cc2ccccn2n1,1.401400541
CC[C@H]1CCCCN1C(=O)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,2.288696261
CC[C@H]1CCCN(C(=O)c2cnc(Nc3ccc(C)nc3)c(Cl)c2)C1,2.194791758
CC[C@H]1CC[C@H](C2=NC3(CCN(S(=O)(=O)CCc4c(C)cc(N(C)C(N)=O)cc4C)CC3)C(=O)N2)CC1,2.184691431
CC[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.079181246
CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,0.908485019
CC[C@H]1C[C@@H](C(=O)NCC2CCOCC2)CN(Cc2nc(-c3ccccc3)oc2C)C1,2.308350949
CC[C@H]1C[C@@H](C(=O)NCC2CCOCC2)CN(Cc2nc(N3CCOCC3)oc2C)C1,1.562768543
CC[C@H]1C[C@@H](C(=O)NC[C@@H]2CCCO2)CN(Cc2nc(N3CCOCC3)oc2C)C1,1.230704314
CC[C@H]1C[C@@H](C(=O)NC[C@H]2CCCO2)CN(Cc2nc(-c3ccccc3)oc2C)C1,2.033423755
CC[C@H]1C[C@@H](C(=O)NCc2cccc(C)n2)CN(Cc2nc(-c3ccccc3)oc2C)C1,2.026124517
CC[C@H]1C[C@@H](C(=O)NCc2cccc(N)n2)CN(Cc2nc(N3CCOCC3)oc2C)C1,1.451172158
CC[C@H]1C[C@H](C(=O)NCc2cccc(C)n2)CN(Cc2nc(-c3ccccc3)oc2C)C1,2.437116093
CC[C@H]1[C@@H](COc2ncc(C#CCCCCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)c3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,1.235528447
CC[C@H]1[C@@H](COc2ncc(C#CCN3CCC4(CC3)CCN(c3ncc(C(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)cn3)CC4)c3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,1.11058971
CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@@H]1F,1.130333768
CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,1.458350742
CC[C@H]1[C@@H](O)CC(=O)N1c1ccc(C#N)c(Cl)c1,0.255272505
CC[C@H]1[C@@H](O)CC(=O)N1c1ccc(C#N)c(OC)c1,0.255272505
CC[C@H]1[C@@H](O)[C@H](C)C(=O)N1c1ccc(C#N)c(Cl)c1,0.255272505
CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC(F)F)cc3)ccc2NC1=O,0.401400541
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,1.773786445
CCc1[nH]nc(NC2CCC(C(=O)OC)CC2)c1C,2.718688487
CCc1[nH]nc(NC2CCN(C(C)C)CC2)c1C,0.675686709
CCc1c(-c2ccccc2)[n+]([O-])c2c([n+]1[O-])CCCCC2,0.951677437
CCc1c(C(=O)N2CC[C@@](O)(CC(C)C)[C@@H](Oc3ccc(F)cc3)C2)[nH]c2ccc(C)cc12,2.014948742
CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12,1.607186857
CCc1c(C(=O)NN2CCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C2CC2)cc1,1.318063335
CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C2CC2)cc1,1.079181246
CCc1c(C)[nH]c2cc(OC)c(Cl)cc2c1=O,1.702430536
CCc1c(C)nn(CCNC(=O)CCc2cnccn2)c1C,1.80988279
CCc1c(N)cnn1-c1ccccc1C,0.909235003
CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC,1.449447542
CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1.26131046
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1.10503305
CCc1c[nH]c(CC)c1Oc1ccc(C#N)cc1,1.369215857
CCc1c[nH]c2ncnc(N3CCC(CN4CCN(C)CC4)CC3)c12,0.675686709
CCc1cc(-c2c[nH]c3ncc(-c4cn[nH]c4)cc23)nc(N)n1,1.670245853
CCc1cc(-c2ccc(OC)c3nc(C)ccc23)nc(N2CCOCC2)n1,0.804684515
CCc1cc(-c2ccc(OC)c3ncccc23)nc(N2CCOCC2)n1,1.455864635
CCc1cc(=O)[nH]c(SCCCCC2CCOCC2)n1,1.533606848
CCc1cc(=O)[nH]c(SCCN2CCCCC2)n1,0.675686709
CCc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2cccc(OC)c2F)cc(CC)n1,0.857332496
CCc1cc(C(O)(CCN(C)C)C(c2cc3cc(C#N)ccc3nc2OC)c2cccc(OC)c2F)cc(CC)n1,0.954242509
CCc1cc(CN(C)c2nccc(-c3ccc(C)nc3C)n2)on1,1.951230632
CCc1cc(CNC(=O)NC2CCN(CC3CCCCC3)CC2)on1,0.675686709
CCc1cc(CNC(=O)Nc2ccc(N3CCSCC3)cc2)on1,1.554755591
CCc1cc(Cl)ccc1[C@H]1COC(N)=N1,0.602059991
CCc1cc(F)c2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)c(C)c2c1,0.290034611
CCc1cc(F)c2nc(N3CCC(N[C@@H]4CCCOC4)CC3)c(-c3nc(C)no3)c(C)c2c1,1.558708571
CCc1cc(F)c2nc(N3CCC(N[C@@H]4CCCOC4)CC3)c(-c3nc(C)no3)cc2c1,1.079181246
CCc1cc(F)c2nc(N3CCC(N[C@@H]4CCOC4)CC3)c(-c3nc(C)no3)c(C)c2c1,1.322219295
CCc1cc(F)c2nc(N3CCC(N[C@@H]4CCOC4)CC3)c(-c3nc(C)no3)cc2c1,0.825426118
CCc1cc(F)c2nc(N3CCC(N[C@H]4CCOC4)CC3)c(-c3nc(C)no3)c(C)c2c1,1.342422681
CCc1cc(N(C)Cc2ccc(N)nc2)nc(C)n1,0.675686709
CCc1cc(N2CCOCC2)nc(C2CCN(C(=O)C3CC3)CC2)n1,1.064532861
CCc1cc(NCc2cccc(OCCOC)c2)ncn1,0.967641564
CCc1cc(NS(C)(=O)=O)n(C)n1,0.675686709
CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)C(C)C)c2cn[nH]c2c1,1.672097858
CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)CC)c2cn[nH]c2c1,1.230448921
CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)N(C)C)c2cn[nH]c2c1,1.672097858
CCc1cc(O)c(F)cc1-c1cc(NS(C)(=O)=O)c2cn[nH]c2c1,1.113943352
CCc1cc2c(N(C)CCO)ncnc2s1,1.866860112
CCc1cc2c(Nc3cnn(CC)c3)ncnc2s1,1.609871757
CCc1cc2c(OCC(=O)N3CCCC3)ncnc2s1,1.411383978
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1.553276046
CCc1cc2c(cc1N1CCN(C3COC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1.184691431
CCc1cc2c(cc1OC)CC(CC)n1cc(C(=O)O)c(=O)cc1-2,0.352182518
CCc1cc2nc(C(F)(F)F)c(C#N)c(N3CCC(C)(O)C3)c2[nH]1,1.967079734
CCc1cc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2cc1Cl,1.810232518
CCc1ccc(-c2c(-c3nn(C)c4ncnc(N5CC(NC(=O)OC)C5)c34)cnn2C)cc1,1.612783857
CCc1ccc(-c2c(-c3nn(C)c4ncnc(N5CC(OC)C5)c34)cnn2C)cc1,1.886490725
CCc1ccc(-c2c(-c3nn(C)c4ncnc(N5CCC5)c34)cnn2C)cc1,2.176091259
CCc1ccc(-c2c(-c3nn(C)c4ncnc(N5CCCC5)c34)cnn2C)cc1,2.301029996
CCc1ccc(-c2c(-c3nn(C)c4ncnc(N5CCN(C)CC5)c34)cnn2C)cc1,1.77815125
CCc1ccc(-c2c(-c3nn(C)c4ncnc(N5CCOCC5)c34)cnn2C)cc1,2.173186268
CCc1ccc(-c2c(-c3nn(C)c4ncnc(N5CC[C@@H](N(C)C)C5)c34)cnn2C)cc1,1.740362689
CCc1ccc(-c2cc3cnn(-c4ccc(N5CC[C@@H](NC)C5)nc4)c(=O)c3s2)cc1,2.190331698
CCc1ccc(-c2cc3ncn([C@H]4CCN(C(=O)N(C)[C@H]5CCN(C)C5)C4)c(=O)c3s2)cc1,2.301029996
CCc1ccc(-c2cc3ncn([C@H]4CCN(C(=O)N(C)[C@H]5CCN(C6CCOCC6)C5)C4)c(=O)c3s2)cc1,1.929418926
CCc1ccc(-c2ccc3c(=O)c(-c4ccc(N5CCC(N(C)C)C5)nc4)coc3c2)cc1,1.556302501
CCc1ccc(-c2nccn2CC(=O)Nc2ccc(C)cc2F)nc1,1.513270884
CCc1ccc(-c2nccn2Cc2c(C)nn(CC)c2C)o1,2.391108084
CCc1ccc(C)n2c(=O)cc(Cn3cnc4ccccc43)nc12,2.219060332
CCc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncccn5)ccc42)C3)nc1,1.653212514
CCc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-n5nccn5)ccc42)C3)nc1,1.913283902
CCc1ccc(CC)c(C(=O)CSc2nncs2)c1,2.341284128
CCc1ccc(CCCCN(C)C)cc1,1.522444234
CCc1ccc(CNc2nncs2)o1,0.890309217
CCc1ccc(Cc2cc([C@@H]3OC4(CNC4)[C@@H](O)[C@H](O)[C@H]3O)ccc2C)cc1,1.459392488
CCc1ccc(N2CCN(C)CC2)c2c1CCN(C(=O)Nc1ccc(-c3ccc(C(F)(F)F)cc3)cn1)C2,-0.970616222
CCc1ccc(NC(=O)C2CCN(c3ccc4nncn4n3)CC2)cc1,0.686546899
CCc1ccc(Nc2cc(C)nc3ncnn23)cc1,1.739572344
CCc1ccc(S(=O)(=O)NCc2ccnc(N3CCCC3)n2)cc1,2.49343156
CCc1ccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)CO)cc1,1.868056362
CCc1ccc2c(C)nc(NC3=NC(C)(C)C=C(C)N3)nc2c1,1.908485019
CCc1ccc2c(C)nc(NC3=NC(C)(C)CC(C)=N3)nc2c1,1.908485019
CCc1ccc2c(c1)CCCc1nnc(C3CCN(c4ccccn4)CC3)n1-2,1.445604203
CCc1ccc2nc(C)cc(C(=O)N3CC(c4cccnc4)C3)c2c1,2.156424963
CCc1ccc2nc(N3CCC(NCC4(C)COC4)CC3)c(-c3nc(C)no3)cc2c1,1.36361198
CCc1ccc2nc(N3CCC(N[C@@H](C)C(C)C)CC3)c(-c3nc(C)no3)cc2c1,1.667452953
CCc1ccc2nc(N3CCC(N[C@@H]4CCCOC4)CC3)c(-c3nc(C)no3)cc2c1,1.605305046
CCc1ccc2nc(N3CCC(N[C@H]4CCCC[C@@H]4O)CC3)c(-c3nc(C)no3)cc2c1,1.557507202
CCc1ccc2nc(NC(=O)C3CC3)sc2c1,2.318063335
CCc1cccc(C)c1CNc1cc(-c2ncnn2C)cn2c(C)c(C)nc12,1.531478917
CCc1cccc(C)c1CNc1cccn2c(C)c(C)nc12,2.380211242
CCc1cccc(C)c1NC(=O)c1ccc(C)o1,0.675686709
CCc1ccccc1-c1cn(CCc2cnccn2)nn1,1.393329472
CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,2.100329182
CCc1ccccc1NC(=O)Cn1nc(C)cc1C,1.401934464
CCc1ccccc1NC(=O)c1cc(C)nc2onc(C)c12,1.71393553
CCc1ccccc1OCCNCCCCN1C(=O)C2CCCN2C1=O,3.617000341
CCc1ccccc1S(=O)(=O)NCCc1cn[nH]c1,1.541891125
CCc1ccn2ccnc2c1N1CCCN(CC2CCN(C(=O)[C@@H]3C[C@H]4CC[C@@H]3O4)CC2)CC1,1.352182518
CCc1ccn2ccnc2c1N1CCCN(CC2CCN(C(=O)[C@H]3C[C@@H]4CC[C@H]3O4)CC2)CC1,1.607455023
CCc1ccn2ccnc2c1N1CCCN([C@@H](CC(N)=O)C2CCN(C(=O)[C@H]3C[C@@H]4CC[C@H]3O4)CC2)CC1,1.73239376
CCc1cn(CC(=O)N(C)C)c(CC)c1Oc1ccc(C#N)cc1,1.498310554
CCc1cn(CC(=O)NC)c(CC)c1Oc1ccc(C#N)cc1,1.29666519
CCc1cn(CCCO)c(CC)c1Oc1ccc(C#N)cc1,1.385606274
CCc1cn(CCN)c(CC)c1Oc1ccc(C#N)cc1,1.184691431
CCc1cn(CCO)c(CC)c1Oc1ccc(C#N)cc1,1.352182518
CCc1cn(CS(C)(=O)=O)c(CC)c1Oc1ccc(C#N)cc1,1.73239376
CCc1cnc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4ccc(OC)cn4)CC3)C2)nc1,1.255272505
CCc1cnc(C)nc1-c1ccc(-c2ccn[nH]2)cc1,0.675686709
CCc1cnc(CCNc2cncc(Cl)n2)s1,2.263505879
CCc1cnc(CN2C(=O)NC3(CCC3)C2=O)o1,0.675686709
CCc1cnc(CNC(=O)N2CCC(n3cncn3)CC2)s1,0.675686709
CCc1cnc(N2CCC(C(C)COC(=O)N3CCc4cc(S(C)(=O)=O)cc(F)c43)CC2)nc1,2.471438407
CCc1cnc(N2CCC(N3Cc4cn(-c5ccc(S(C)(=O)=O)cc5F)nc4C3)CC2)nc1,1.315970345
CCc1cnc(N2CCC([N+]3([O-])Cc4cn(-c5ccc(S(C)(=O)=O)cc5F)nc4C3)CC2)nc1,0.945468585
CCc1cnc(N2CCC(c3coc4c(N5CCc6cc(S(C)(=O)=O)ccc65)ncnc34)CC2)nc1,2.569139725
CCc1cnc(N2CC[C@@H](Cn3nnc4c(N)nc(C5CC5)nc43)C2)nc1,1.670245853
CCc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)cn3)c3cc(C)oc3c2)cn1,1.086359831
CCc1cnc(NCc2ccc(CN3CCCC3)cc2)nc1,0.675686709
CCc1cnc(OC(=O)N2CCC(n3cc(CNc4ccc(S(C)(=O)=O)cc4F)cn3)CC2)nc1,2.124504225
CCc1cnc(Oc2ccc(NC(=O)c3ncccc3N)cc2Cl)nc1,1.248218561
CCc1cnccc1C(=O)Nc1cnccn1,0.675686709
CCc1cnn2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4)c3)ccnc12,1.431363764
CCc1cnn2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4)c3)cnnc12,1.472756449
CCc1csc(CN2CCO[C@@H](Cn3nnc4c(N)nc(C)nc43)C2)n1,1.130333768
CCc1csc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)n1,0.908485019
CCc1csc(NC(=O)c2ccc3c(c2)nc(C)n3C)n1,1.530212509
CCc1n[nH]c2ccc(CN3CC[C@@]4(C[C@@H]3C)CN(C)S(=O)(=O)N4c3cccc(F)c3)cc12,1.870403905
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,1.176178109
CCc1nc(C)c(Cn2ccnc2-c2cnc(N3CCCC3)nc2)s1,1.504076488
CCc1nc(C)c(N2CCCn3c2nc2c(Cl)ccc(C(OC(F)F)C(F)(F)F)c23)c(C)n1,4.678518379
CCc1nc(C)cc(N2CCCC3(CCNCC3)CC2)n1,0.675686709
CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,0.675686709
CCc1nc(C)nc(CC)c1N1CCCn2c1nc1c(Cl)ccc(C(OC(F)F)C(F)(F)F)c12,4.868056362
CCc1nc(CC)n(Cc2nc(C)cs2)n1,0.675686709
CCc1nc(CN2C(=O)COc3ccc(F)cc32)cs1,1.813694384
CCc1nc(CN2CCC(=O)Nc3cc(F)ccc32)n[nH]1,0.675686709
CCc1nc(CNc2ccc(C#N)nc2)cs1,0.675686709
CCc1nc(Cn2nnc3c(N)nc(C4CC4)nc32)cs1,1.345177617
CCc1nc(N2CC(CO)C2)c2ccsc2n1,1.030963842
CCc1nc(NC(=O)c2ccccc2F)sc1C,1.414455226
CCc1nc(N[C@@H]2CCC[C@@H]2C#N)c2cc[nH]c(=O)c2n1,-0.522878745
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,2.032792967
CCc1nc2c(C)cn(Cc3ccccc3C#N)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,1.270212855
CCc1nc2c(C)cn(Cc3ccccc3C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,1.528273777
CCc1nc2cc(-c3c(OC)cccc3OC)ccc2o1,1.695253962
CCc1nc2cc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)ccc2[nH]1,1.315970345
CCc1nc2ccc(C(=O)NCc3ccccc3)cc2nc1CC,2.005386453
CCc1nc2ccccc2n1C1C[C@@H]2CC[C@H](C1)N2CCC(NC(=O)C1CC[S+]([O-])CC1)c1cccc(F)c1,1.903632516
CCc1nc2ccccc2n1C1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCS(=O)(=O)CC1)c1cccc(F)c1,1.352182518
CCc1nc2ccccc2n1CC(=O)N1CCNC(=O)C1,0.675686709
CCc1nc2ccccc2n1CC(=O)Nc1cnc2ccccc2c1,1.328909405
CCc1nc2ccccc2n1CC(=O)Nc1ncc(C)s1,0.931152639
CCc1nc2ccn(Cc3ccccc3C#N)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,1.100370545
CCc1nc2ccn(Cc3ccccc3C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,1.46746011
CCc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,1.061452479
CCc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,1.848004271
CCc1ncc2c(n1)CN(c1ccnc(-c3ccccc3)n1)CC2,1.557338745
CCc1nccn1Cc1nc(N)nc(N(C)C)n1,0.675686709
CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,0.675686709
CCc1nn2c(-c3c(C)cc(C)cc3OC)cccc2c1N(CC1CC1)CC1CC1,3.003460532
CCc1nn2c(-c3c(C)cc(C)cc3OC)cccc2c1N(CC1CC1)CC1CCCO1,3.044147621
CCc1nn2c(-c3c(C)cc(C)cc3OC)cccc2c1N(CC1CC1)CC1CCOC1,3.084576278
CCc1nn2c(-c3c(C)cc(C)cc3OC)cccc2c1N(CC1CCOCC1)CC1CC1,2.607455023
CCc1nn2c(-c3c(C)cc(C)cc3OC)cccc2c1N(CCCF)CC1CC1,3.103461622
CCc1nn2c(-c3c(C)cc(C)cc3OC)cccc2c1N(CCOC)CC1CC1,3.182129214
CCc1nn2c(-c3c(C)cc(OC)cc3OC)cccc2c1N(CC1CCOCC1)CC1CC1,2.607455023
CCc1nn2c(-c3c(COC)cc(OC)cc3OC)cccc2c1N(CC1CCOCC1)CC1CC1,2.678518379
CCc1nn2c(-c3c(OC)cc(C)cc3OC)cccc2c1N(CC1CCOCC1)CC1CC1,2.597695186
CCc1nn2c(-c3c(OC)cc(COC)cc3OC)cccc2c1N(CC1CCOCC1)CC1CC1,2.431363764
CCc1nn2c(-c3c(OC)cc(OC)cc3OC)cccc2c1N(CC1CCOCC1)CC1CC1,2.607455023
CCc1nn2c(-c3c(OC)cccc3OC)cccc2c1N(CC1CCOCC1)CC1CC1,2.823474229
CCc1nn2c(-c3cc(OC)c(OC)cc3OC)cccc2c1N(CC1CCOCC1)CC1CC1,2.73239376
CCc1nn2c(=O)cc(Cn3cnc4ccccc43)nc2s1,0.857332496
CCc1nn2ccc3c(c2c1CCNC(C)=O)CCO3,0.431363764
CCc1nnc(-c2ccc(-c3ccccc3)cc2)n1-c1cccc(C#N)c1C,2.100370545
CCc1nnc(-c2ccc(-c3ccccc3)cc2)n1-c1cccc2cnccc12,2.572871602
CCc1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc(C#N)c1C,1.711807229
CCc1nnc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)o1,0.675686709
CCc1nnc(N2CC(N(C)C)C2)c(C#N)c1CC,0.961468555
CCc1nnc(N2CCCO2)c(C#N)c1CC,1.220787776
CCc1nnc(NC(=O)Cc2c(C)noc2C)s1,0.675686709
CCc1nnc(NC(=O)Cc2cccc(F)c2)s1,0.870462432
CCc1nnc(NC(=O)c2ccc3cc(OC)ccc3n2)s1,1.554864538
CCc1nnc(Nc2cc(C)nc(C3CN(C(=O)C(C)C)CCO3)c2)s1,1.137607271
CCc1nnc(Nc2cccc(C3CCCN(CC(=O)N4CCCC4)C3)n2)s1,1.687493289
CCc1nnc(Oc2cccnc2)c(C#N)c1CC,0.693902741
CCc1nnc(Sc2nc3cc(C)nn3c3ccccc23)[nH]1,1.136530324
CCc1nnc2n1CCN(C(=O)c1ccccc1Oc1cccnc1)C2,0.684037037
CCc1nncc(-c2cnnc(CC)n2)n1,1.022428371
CCc1nnnn1Cc1noc2c1CCCC2,0.675686709
CCc1nnsc1C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,1.174699288
CCc1noc(-c2ccc(C)c(N)c2)n1,2.319774171
CCc1noc(-c2ccc(CCN)cc2)n1,2.595662633
CCc1noc(C2CCC(NCC3CCC(F)(F)CC3)CC2)n1,1.735774498
CCc1noc(CN2CCCN(C(C)=O)c3ccccc32)n1,1.707289071
CCc1noc2cc(Nc3n[nH]c4cccnc34)ccc12,1.844477176
CCc1nsc(N2CCS(=O)(=O)CC2)n1,0.675686709
CCc1nsc2cc(Nc3n[nH]c4cccnc34)ccc12,1.549003262
CCc1oc2c(-n3cnnc3)cccc2c1C,2.046417117
CCc1onc(-c2cccc(OC)c2)c1C(=O)N(C)c1ccc(C(F)(F)F)nc1,2.246498581
CCc1sc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)nc1CN(C)CCO,1.851869601
CCc1sc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)nc1CN(CC)CCO,2.011147361
CCc1sc(N)nc1-c1ccc(OC)cc1,2.266417514
CCn1c(-c2ccc(F)cc2F)nc(C)c1CC(=O)NCc1ccc(F)c(F)c1F,2.556302501
CCn1c(-c2ccc(F)cc2F)nc(C)c1CC(=O)NCc1ccc(F)cc1Cl,2.602059991
CCn1c(-c2ccccc2)nc(C)c1CC(=O)NCc1ccc(F)cc1Cl,2.505149978
CCn1c(-c2cnc(Nc3ccc(C)nc3)c(Cl)c2)nc2ccccc21,2.033423755
